origin_text	ner_tagged_text
2011년 5월 프로축구 챌린저스리그(K3리그) 서울 유나이티드 정종관(당시 30세)은 “승부조작에 가담한 일이 부끄럽다”며 호텔에서 스스로 목숨을 끊었다.	2011년 5월[DAT] 프로축구 챌린저스리그[POH](K3리그[POH]) 서울 유나이티드[ORG] 정종관[PER](당시 30세[NOH])은 “승부조작에 가담한 일이 부끄럽다”며 호텔에서 스스로 목숨을 끊었다.
10 8번 아이라이너로 눈 밑 점막을 채워 넣고, 면봉으로 눈두덩을 살짝 올린 뒤 1번 아이라이너로 점막을 채운다.11 1번 아이라이너로 아이라인을 따라 속눈썹 윗부분을 채우고 눈꼬리는 위로 빼 그려놓은 라인과 연결한다.	10[NOH] 8번[NOH] 아이라이너로 눈 밑 점막을 채워 넣고, 면봉으로 눈두덩을 살짝 올린 뒤 1번[NOH] 아이라이너로 점막을 채운다.11[NOH] 1번[NOH] 아이라이너로 아이라인을 따라 속눈썹 윗부분을 채우고 눈꼬리는 위로 빼 그려놓은 라인과 연결한다.
《 도널드 트럼프 미국 행정부가 1일(현지 시간) 취임 후 처음 발표한 무역정책 어젠다는 ‘세계 무역은 미국을 중심으로 돌아가야 한다’는 선언으로 해석된다.	《 도널드 트럼프 미국 행정[PER]부가 1일([ORG]현지 시[DAT]간) 취임 후 처음 발표한 무역정책 어젠다는 ‘세계 무역은 미국을 중심으로 돌아가[ORG]야 한다’는 선언으로 해석된다.
슈틸리케호는 11일(한국시간) 이란 테헤란 아자디 스타디움에서 열린 이란과의 2018 러시아월드컵 아시아지역 최종예선 4차전에서 0-1로 패배했다.	슈틸리케호[ORG]는 11일[DAT](한국[LOC]시간) 이란 테헤란 아자디 스타디움[LOC]에서 열린 이란[ORG]과의 2018[DAT] 러시아월드컵[POH] 아시아[LOC]지역 최종예선 4차[NOH]전에서 0-1[NOH]로 패배했다.
최대 90일간 쓸 수 있는 출산 전후 휴가 급여 상한액은 월 135만 원에서 150만 원으로 15만 원 인상된다.	최대 90일간[DUR] 쓸 수 있는 출산 전후 휴가 급여 상한액은 월 135만 원[MNY]에서 150만 원[MNY]으로 15만 원[MNY] 인상된다.
50만원 이상 구매 시 2만원 할인, 100만원 이상 구매 시 3만원 할인 쿠폰을 제공한다.	50만원[MNY] 이상 구매 시 2만원[MNY] 할인, 100만원[MNY] 이상 구매 시 3만원[MNY] 할인 쿠폰을 제공한다.
물론 최철은 펄쩍 뛴다.	물론 최철[PER]은 펄쩍 뛴다.
1990년 명량대첩을 기념하는 기념공원이 조성되면서 국민 관광지가 됐고 1992년 전남도 기념물 제139호로 지정됐다.	1990년[DAT] 명량대첩[POH]을 기념하는 기념공원이 조성되면서 국민 관광지가 됐고 1992년[DAT] 전남도 기념물[POH] 제139호[NOH]로 지정됐다.
아베 내각의 지지율은 최근 여론조사에서 61%(요미우리신문), 66%(니혼게이자이신문) 등으로 60%대의 고공행진을 이어가고 있다.	아베 내각[ORG]의 지지율은 최근 여론조사에서 61%[PNT](요미우리신문[ORG]), 66%[PNT](니혼게이자이신문[ORG]) 등으로 60%[PNT]대의 고공행진을 이어가고 있다.
10년 전 SK에 입단한 첫 해 그는 ‘1’할(0.193) 타자였다.	10년[NOH] 전 SK[ORG]에 입단한 첫 해 그는 ‘1’할(0.193) 타[PNT]자
특히 한국처럼 비정규직 비율(올해 3월 기준 32%)이 높아 노동시장의 이중구조가 심한 국가일수록 개혁으로 인한 단기적 고용 손실이 작다는 분석도 나왔다.	특히 한국[ORG]처럼 비정규직 비율(올해 3월[DAT] 기준 32%[PNT])이 높아 노동시장의 이중구조가 심한 국가일수록 개혁으로 인한 단기적 고용 손실이 작다는 분석도 나왔다.
'출발드림팀' 유승옥, 섹시한 룸바 댄스… 요염한 몸짓에 男心 '후끈'	'출발드림팀' 유승옥[POH], 섹시한 룸바 댄스[PER]… 요염한 몸짓에 男心 '후끈'
서청원·최경환·이정현·윤상현 등은 결사적으로 탄핵을 막고, 새누리당 당권도 최대한 유지하려는 전략을 짜고 있다.	서청원[PER]·최경환[PER]·이정현[PER]·윤상현[PER] 등은 결사적으로 탄핵을 막고, 새누리당[ORG] 당권도 최대한 유지하려는 전략을 짜고 있다.
김 화백의 1972년작 ‘무제 27-VII-72 #228‘는 지난 6월 K옥션(대표 이상규) 여름경매에서 54억원에 낙찰됐다.	김[PER] 화백의 1972년[DAT]작 ‘무제 27-VII-72 #228‘는 지난 6월 K옥[POH]션(대표 이상규) 여름[DAT]경매에[ORG]서 54억원에[PER] 낙찰됐다.
KIST 창립 50주년을 맞아 그간 한국의 과학기술 업적과 KIST의 역할에 관해 쓴 ‘KIST 창립 50주년, 기적을 넘어’가 그것이다.	KIST[ORG] 창립 50주년[NOH]을 맞아 그간 한국[ORG]의 과학기술 업적과 KIST[ORG]의 역할에 관해 쓴 ‘KIST 창립 50주년, 기적을 넘어’가 그것[POH]이다.
제주영어교육도시는 교육과 글로벌 문화라는 핵심 역량이 강화된 도시로 동북아시아의 교육 허브 기능을 수행할 것이다.	제주영어교육도시[LOC]는 교육과 글로벌 문화라는 핵심 역량이 강화된 도시로 동북아시아[LOC]의 교육 허브 기능을 수행할 것이다.
국토부는 올해 초 8개 선도사업을 발표한 이후, 현재 총 4차에 걸쳐 16개 사업장 3만3000채에 대해 공급촉진지구 후보지를 발표하고, 뉴스테이 사업을 추진 중이다.민간제안사업 민간제안 방식으로 진행되는 뉴스테이 사업은 민간이 보유한 주택건설 가능 부지 등을 대상으로 민간자본과 기금이 출자하여 추진하는 사업이다.	국토부[ORG]는 올해 초 8개[NOH] 선도사업을 발표한 이후, 현재 총 4차[NOH]에 걸쳐 16개[NOH] 사업장 3만3000채[NOH]에 대해 공급촉진지구 후보지를 발표하고, 뉴스테이 사업[POH]을 추진 중이다.민간제안사업 민간제안 방식으로 진행되는 뉴스테이 사업[POH]은 민간이 보유한 주택건설 가능 부지 등을 대상으로 민간자본과 기금이 출자하여 추진하는 사업이다.
이 기능을 체험하는 소비자들에게는 코엑스 내 제휴된 매장에서 사용 가능한 할인 쿠폰을 제공한다.	이 기능을 체험하는 소비자들에게는 코엑스[LOC] 내 제휴된 매장에서 사용 가능한 할인 쿠폰을 제공한다.
지난해 서울가정법원에 접수된 정년 연령 정정 사건은 384건. 올해는 4월까지 141건이 접수됐다.	지난해 서울가정법원[ORG]에 접수된 정년 연령 정정 사건은 384건[NOH]. 올해는 4월[DAT]까지 141건[NOH]이 접수됐다.
제트워셔 ‘EW-1211’은 1분 1400회에 달하는 단속분사기술로 노즐에서 뿜어나오는 물줄기가 음식물 찌꺼기와 치석을 제거한다.	제트워셔 ‘EW-1211’은 1분 1400회[POH]에 달하[DUR]는 단속분사[NOH]기술로 노즐에서 뿜어나오는 물줄기가 음식물 찌꺼기와 치석을 제거한다.
4곳의 구청장 가운데 3명(중·서·영도구)이 3선으로 내년에 물러날 예정이어서 구청장의 통합 건의를 쉽게 끌어낼 수 있다는 판단에서다.	4곳[NOH]의 구청장 가운데 3명[NOH](중[LOC]·서[LOC]·영도구[LOC])이 3선[NOH]으로 내년에 물러날 예정이어서 구청장의 통합 건의를 쉽게 끌어낼 수 있다는 판단에서다.
하동군은 당일과 1박 2일, 2박 3일 등 다양한 코스를 추천하고 있다.	하동군[LOC]은 당일과 1박[NOH] 2일[NOH], 2박[NOH] 3일[NOH] 등 다양한 코스를 추천하고 있다.
[박태균의 푸드&헬스] 못생겨도 몸엔 좋아 … 대장 깨끗이 해주는 미역귀	[박태균의 푸드&헬스] 못생겨도 몸엔 좋[POH]아 … 대장 깨끗이 해주는 미역귀
HMC투자증권은 올해도 지난해와 마찬가지로 글로벌 증시 변동성이 높을 것으로 보고, 변동성에 대응할 수 있는 상품을 투자 대안으로 꼽았다.	HMC투자증권[ORG]은 올해도 지난해와 마찬가지로 글로벌 증시 변동성이 높을 것으로 보고, 변동성에 대응할 수 있는 상품을 투자 대안으로 꼽았다.
포시즌스 호텔그룹의 MIT프로그램(Manager in Training Program)은 리더십과 전문성을 갖춘 관리자 배출을 위한 것으로 추후 매니저로 선정될 가능성이 높아 엘리베이터 프로그램으로 불리기도 한다.	포시즌스 호텔그룹[ORG]의 MIT프로그램[POH](Manager in Training Program[POH])은 리더십과 전문성을 갖춘 관리자 배출을 위한 것으로 추후 매니저로 선정될 가능성이 높아 엘리베이터 프로그램으로 불리기도 한다.
학과는 올해부터 정시와 수시 전형을 수능 30%+실기 70%로 통일했다.	학과는 올해부터 정시와 수시 전형을 수능 30%[PNT]+실기 70%로 통일했[PNT]다.
이번에 ‘아시아 베스트 레스토랑 50’에 이름을 올린 세 식당은 서울에서 모던 한식 트렌드를 주도하는 대표적인 곳들이다.	이번에 ‘아시아 베스트 레스토랑 50’에 이름[POH]을 올린 세 식당은 서울에서 모던 한식 트렌[LOC]드를 주도하는 대표적인 곳들이다.
민효린, '글래머러스한 몸매' 공개… 몽환적인 고혹미	민효린[PER], '글래머러스한 몸매' 공개… 몽환적인 고혹미
김우진 선수를 검색하면 김태우가 자동검색어로 따라올 정도다.	김우진[PER] 선수를 검색하면 김태우[PER]가 자동검색어로 따라올 정도다.
북한 정권이 주민들의 인권 개선과 민생을 위해 써야 할 자원을 핵ㆍ미사일 개발에 전용하고 있기 때문이다.	북한 정권[ORG]이 주민들의 인권 개선과 민생을 위해 써야 할 자원을 핵ㆍ미사일 개발에 전용하고 있기 때문이다.
종로 토익학원 파고다의 스토커 토익은 토익 수강생들이 거부감을 느낄 수 있는 기존 토익 강의들의 정형화된 설명 방식이나 맹목적인 주입식 암기를 최대한 배제한다.	종로[LOC] 토익학원 파고다[ORG]의 스토커 토익[POH]은 토익 수강생들이 거부감을 느낄 수 있는 기존 토익 강의들의 정형화된 설명 방식이나 맹목적인 주입식 암기를 최대한 배제한다.
우 원내대표는 이날 국회에서 열린 최고위원회의에서 “이석준 국무조정실장으로부터 (특검연장 불승인과 관련한) 전화가 왔다”며 황 권한대행의 결정에 유감을 표했다.	우[PER] 원내대표는 이날 국회[ORG]에서 열린 최고위원회의에서 “이석준 국무조정[PER]실장으로부터 (특검연장 불승인과 관련한) 전화가 왔다”며 황 권한대행의 결정에[PER] 유감을 표했다.
[기업&CEO]국내 AR·VR산업 기술 선도… ‘CES 2017’서 뜨거운 관심	[기업&CEO]국내 AR·VR산업 기술 선도… ‘CES 2017’서 뜨거운 관심
반면 말레이시아는 IMF의 자본 자유화 요구를 거부하고 오히려 금리를 내렸다.	반면 말레이시아[LOC]는 IMF[ORG]의 자본 자유화 요구를 거부하고 오히려 금리를 내렸다.
◆소규모 생활권도 존재=6개 생활권 안에 섬처럼 구분되는 소규모 생활권도 존재한다는 게 연구팀의 설명이다.	◆소규모 생활권도 존재=6개 생활권 안에 섬처럼[NOH] 구분되는 소규모 생활권도 존재한다는 게 연구팀의 설명이다.
8퍼센트의 이효진 대표는 “사람과 사람이 모여 함께 만드는 금융 생태계를 조성하는 것이 목표”라며 “한국의 P2P 대출 패러다임을 새롭게 만드는 기업으로 성장하겠다”고 말했다.	8퍼센트[ORG]의 이효진[PER] 대표는 “사람과 사람이 모여 함께 만드는 금융 생태계를 조성하는 것이 목표”라며 “한국의 P2P 대출 패러다임을 새[LOC]롭게 만드는 기업으로 성장하겠다”고 말했다.
2010년 이후 경유차에 많이 장착된다.	2010년[DAT] 이후 경유차에 많이 장착된다.
‘SNL 코리아’ 예원 셀프 디스? “예의 바른 태도로 선배들에 예쁨 받아”가수 예원이 ‘셀프 디스’로 웃음을 자아냈다.	‘SNL 코리아’ 예원 셀[POH]프 디스? “예의[PER] 바른 태도로 선배들에 예쁨 받아”가수 예원이 ‘셀프 디스’로 웃음을 자아냈
2008년 발족한 장수마을 주민협의회에는 지금도 30~40명이 꾸준히 참여하고 있다.	2008년[DAT] 발족한 장수마을 주민협의회[ORG]에는 지금도 30[NOH]~40명[NOH]이 꾸준히 참여하고 있다.
겹겹이 입은 옷들이 부담스러운 오피스족이나, 외근이 많은 영업맨, 아웃도어 활동으로 실시간 체내 온도가 변하는 아웃도어족에게도 상황에 따라 내피, 외피만 따로 혹은 같이 입어 3가지 스타일을 연출할 수 있어 유용하다. 가격은 44만 원. 또한 블랙야크는 스포츠 스트리트패션 트렌드를 살린 스포츠 감성룩 ‘스포츠 블루’라인을 선보이고 있다.	겹겹이 입은 옷들이 부담스러운 오피스족이나, 외근이 많은 영업맨, 아웃도어 활동으로 실시간 체내 온도가 변하는 아웃도어족에게도 상황에 따라 내피, 외피만 따로 혹은 같이 입어 3가지[NOH] 스타일을 연출할 수 있어 유용하다. 가격은 44만 원[MNY]. 또한 블랙야크[ORG]는 스포츠 스트리트패션 트렌드를 살린 스포츠 감성룩 ‘스포츠 블루’라인을[POH] 선보이고 있다.
이종석 박신혜 열애설, 드라마 속 ‘식빵 키스’ 다시보니…아슬아슬한 모습에 ‘심쿵’	이종석[PER] 박신혜[PER] 열애설, 드라마 속 ‘식빵 키스’ 다시보니…아슬아슬한 모습에 ‘심쿵’
두 개의 빌딩에 100여개가 넘는 숍들이 입점해 있고, 가운데 넓은 광장에는 홍콩의 크고 작은 이벤트가 항상 열린다.	두 개[NOH]의 빌딩에 100여개[NOH]가 넘는 숍들이 입점해 있고, 가운데 넓은 광장에는 홍콩[LOC]의 크고 작은 이벤트가 항상 열린다.
상주~영덕 고속도로 뚫리면…내륙 오지 청송·영양 ‘천지개벽’	상주[LOC]~영덕[LOC] 고속도로 뚫리면…내륙 오지 청송·영양 ‘[LOC]천지개[LOC]벽’
고소득자임에도 직장 가입자의 피부양자로 등록되면 건강보험료를 한 푼도 안 내는 등 무임승차하는 사람이 많기 때문이다.	고소득자임에도 직장 가입자의 피부양자로 등록되면 건강보험료를 한 푼[NOH]도 안 내는 등 무임승차하는 사람이 많기 때문이다.
처음에는 아로라 부사장도 “마사(손 마사요시)는 천재다.	처음에는 아로라[PER] 부사장도 “마사(손 마사[PER]요시)는 천재[PER]다.
정부가 EU와 최종 합의 전 반드시 의회 승인을 받아야 한다는 얘기다.	정부가 EU[ORG]와 최종 합의 전 반드시 의회 승인을 받아야 한다는 얘기다.
대한민국은 지금 과잉복지와 증세 논쟁으로 전쟁 중이다.	대한민국[ORG]은 지금 과잉복지와 증세 논쟁으로 전쟁 중이다.
중앙판공청과 중앙정책연구실을 거쳤다.	중앙판공청[ORG]과 중앙정책연구실[ORG]을 거쳤다.
